online_order,book_table,votes,location,rest_type,cost,type,rate
1,0,11,27,37,500.0,3,3.4
1,0,48,27,36,500.0,3,4.0
1,0,39,27,0,400.0,3,3.9
1,0,138,27,5,400.0,3,3.5
1,0,259,27,37,300.0,3,4.1
1,0,71,27,37,400.0,3,4.0
0,0,21,27,37,150.0,3,3.7
1,0,11,27,37,100.0,3,3.4
0,0,10,27,0,250.0,3,3.6
1,0,57,27,84,200.0,3,4.1
0,0,97,27,19,1100.0,3,4.0
0,0,41,27,73,150.0,3,3.0
0,0,6,27,3,150.0,3,3.2
0,0,52,27,84,200.0,3,2.9
0,0,49,27,16,200.0,3,3.9
1,0,55,27,37,300.0,3,3.8
0,0,71,27,86,200.0,3,3.9
1,0,59,27,16,650.0,3,2.9
1,0,102,27,37,300.0,3,3.8
0,0,80,27,37,250.0,3,3.8
0,0,5,27,37,150.0,3,3.4
1,0,27,27,0,400.0,3,3.5
1,0,48,27,2,500.0,3,2.9
1,0,6,27,37,300.0,3,3.4
0,0,134,27,20,600.0,3,4.0
0,0,131,27,39,400.0,3,4.1
0,0,29,27,5,600.0,3,2.7
0,0,24,27,0,300.0,3,3.5
0,0,5,27,86,300.0,3,3.4
0,0,4,27,37,400.0,3,3.4
1,0,83,27,37,300.0,3,3.8
1,0,56,27,37,300.0,3,4.0
0,0,4,27,37,200.0,3,3.3
0,0,29,27,36,350.0,3,3.7
1,0,888,16,36,500.0,3,4.3
1,0,89,81,36,200.0,3,3.9
0,0,19,16,0,400.0,3,3.6
1,0,124,32,86,500.0,3,3.5
1,0,229,32,77,250.0,3,2.9
1,0,77,16,39,300.0,3,3.9
1,0,12,81,86,300.0,3,3.6
1,0,64,16,37,200.0,3,3.0
1,0,51,32,0,400.0,3,3.0
0,0,118,16,24,450.0,3,2.8
1,0,34,32,5,300.0,3,3.4
0,0,5,81,43,300.0,3,3.2
0,0,36,81,73,200.0,3,3.7
0,0,5,16,0,300.0,3,3.5
0,0,9,81,84,200.0,3,3.4
0,0,6,32,37,300.0,3,3.2
1,0,66,81,83,300.0,3,3.3
0,0,6,81,16,500.0,3,3.3
0,0,20,16,3,600.0,3,3.7
0,0,11,16,20,400.0,3,3.5
0,0,9,81,11,150.0,3,3.4
0,0,14,16,37,100.0,3,3.5
1,0,25,10,37,250.0,3,3.6
1,0,431,82,17,700.0,3,4.2
1,0,261,61,83,400.0,3,4.0
0,0,72,61,37,1200.0,3,3.9
1,0,4,61,0,300.0,3,3.3
0,0,14,17,55,100.0,3,3.6
0,0,18,61,16,300.0,3,2.9
1,0,135,61,40,700.0,3,3.8
0,0,65,82,73,200.0,3,3.9
1,0,6,51,35,1000.0,3,3.5
0,0,14,61,56,200.0,3,3.7
0,0,9,10,73,200.0,3,3.4
1,0,6,61,0,500.0,3,3.5
1,0,80,61,11,200.0,3,3.8
0,0,4,61,36,700.0,3,3.3
0,0,9,61,86,400.0,3,3.4
0,1,953,27,47,2500.0,4,4.4
0,1,7160,27,24,1600.0,4,4.7
0,0,14956,27,63,1500.0,4,4.7
0,0,424,27,7,1000.0,4,4.3
1,0,289,27,24,800.0,4,4.3
1,0,1594,27,24,1500.0,4,4.7
0,1,177,27,71,2000.0,4,4.1
0,1,6907,27,67,1400.0,4,4.2
1,0,1865,27,24,1800.0,4,4.4
1,0,3760,27,25,1200.0,4,4.6
1,1,3219,27,24,1200.0,4,4.5
0,1,4187,27,7,1500.0,4,4.3
0,1,2785,27,7,1500.0,4,4.6
1,1,5421,27,24,1600.0,4,4.6
1,1,1724,27,24,1200.0,4,4.8
0,1,3864,27,25,1300.0,4,4.1
0,0,1313,27,19,900.0,4,4.6
0,1,3592,27,60,2100.0,4,4.3
0,1,4398,27,24,1500.0,4,4.7
0,1,2993,27,7,1400.0,4,4.4
1,1,1129,27,24,1000.0,4,4.0
0,1,879,27,7,1300.0,4,4.3
1,0,1855,27,16,800.0,4,4.2
0,1,2901,27,68,1300.0,4,4.2
1,1,1788,27,24,900.0,4,4.3
1,1,840,27,24,1200.0,4,4.1
1,1,1507,27,24,1700.0,4,4.4
1,0,3238,27,24,800.0,4,4.1
0,1,1633,27,24,1500.0,4,4.2
1,1,3276,27,24,1400.0,4,4.3
1,0,3848,27,68,1400.0,4,4.3
1,1,1420,27,25,1100.0,4,4.4
0,0,2921,27,24,1100.0,4,4.4
1,1,2558,27,24,1600.0,4,4.4
0,1,717,27,24,1000.0,4,4.5
0,0,542,27,24,1200.0,4,4.4
1,1,4645,27,26,600.0,4,4.3
0,0,1075,27,24,800.0,4,4.1
1,0,1273,27,19,1000.0,4,4.3
0,1,172,27,60,1500.0,4,4.2
1,1,1236,27,17,1000.0,4,4.3
0,0,1926,27,24,850.0,4,4.2
1,1,1619,27,24,1300.0,4,4.5
1,0,1210,27,24,1200.0,4,4.3
1,0,1204,27,16,600.0,4,4.2
1,1,367,27,24,1200.0,4,4.3
0,1,1224,27,24,800.0,4,4.1
1,1,1745,27,24,750.0,4,4.2
0,1,2445,27,7,1500.0,4,4.2
0,0,1563,27,24,1000.0,4,4.3
1,1,1437,27,24,1000.0,4,3.9
0,0,1654,27,19,1300.0,4,4.2
1,1,201,27,7,1500.0,4,4.1
1,1,2075,27,24,800.0,4,4.1
0,0,2658,27,24,1200.0,4,4.4
1,1,654,27,24,1000.0,4,4.4
0,0,198,27,16,600.0,4,4.5
1,1,847,27,24,1200.0,4,3.9
0,1,902,27,25,800.0,4,4.2
1,0,105,27,16,200.0,4,4.4
1,1,686,27,24,1000.0,4,4.3
0,0,1651,27,30,1200.0,4,4.2
1,0,8185,27,24,750.0,4,4.2
1,1,83,27,24,1600.0,4,4.4
1,1,1827,27,25,1100.0,4,4.1
1,0,391,27,16,500.0,4,4.2
1,1,1473,27,24,1500.0,4,4.1
0,1,69,27,24,1200.0,4,4.2
0,0,807,27,24,900.0,4,4.2
0,1,201,27,25,1000.0,4,3.8
0,0,57,27,24,800.0,4,4.1
0,1,210,27,24,1500.0,4,4.1
1,0,556,27,24,900.0,4,4.0
0,0,1858,27,6,1200.0,4,4.1
1,1,49,27,16,450.0,4,3.9
1,1,1345,27,24,1700.0,4,4.2
0,0,768,27,24,650.0,4,3.8
0,1,1111,27,57,1400.0,4,3.6
1,0,391,27,16,700.0,4,4.3
0,1,592,27,6,1300.0,4,4.0
1,1,1413,27,7,1500.0,4,4.0
0,1,1089,27,71,1100.0,4,4.2
1,0,1837,27,24,900.0,4,3.8
0,0,311,27,16,800.0,4,4.2
0,1,2008,27,24,800.0,4,4.1
1,0,154,27,16,600.0,4,4.4
1,1,1380,27,16,900.0,4,3.9
1,1,766,27,26,1000.0,4,4.3
0,1,504,27,24,1100.0,4,4.3
0,0,290,27,24,1500.0,4,4.1
1,0,970,27,24,1100.0,4,4.2
0,0,48,27,6,900.0,4,3.9
0,1,773,27,29,1000.0,4,4.0
1,0,444,27,24,700.0,4,4.2
0,0,583,27,16,700.0,4,4.2
0,0,514,27,24,500.0,4,4.0
0,0,858,27,16,600.0,4,4.2
0,1,644,27,71,1500.0,4,3.9
1,0,238,27,24,800.0,4,3.9
1,1,144,27,16,700.0,4,4.0
0,1,364,27,24,650.0,4,4.0
1,0,401,27,16,650.0,4,4.0
1,0,1145,27,19,500.0,4,4.1
1,0,237,27,24,500.0,4,4.0
1,0,730,27,24,950.0,4,4.1
0,1,973,27,7,1400.0,4,4.0
1,0,69,27,24,750.0,4,4.0
1,0,293,27,24,800.0,4,4.1
1,1,522,27,24,800.0,4,4.1
1,0,564,27,24,400.0,4,3.0
1,1,80,27,24,1200.0,4,4.1
0,0,60,27,24,800.0,4,4.5
1,0,84,27,16,450.0,4,4.0
1,0,721,27,24,500.0,4,3.8
1,1,1013,27,24,1200.0,4,4.0
0,0,434,27,24,500.0,4,3.9
1,0,137,27,25,750.0,4,3.8
0,1,815,27,6,1700.0,4,3.9
1,1,592,27,24,850.0,4,3.6
1,1,210,27,16,800.0,4,4.0
0,1,854,27,57,1600.0,4,3.9
1,0,661,27,16,500.0,4,3.9
0,1,601,27,57,1800.0,4,4.0
1,1,297,27,24,1200.0,4,3.8
0,0,30,27,24,1100.0,4,3.7
1,0,176,27,24,600.0,4,4.1
0,0,9,27,24,800.0,4,3.4
1,1,243,27,24,800.0,4,4.1
0,1,289,27,16,850.0,4,4.1
0,1,103,27,24,800.0,4,4.0
0,0,123,27,73,350.0,4,3.7
1,0,332,27,26,800.0,4,4.1
0,1,1341,27,57,1500.0,4,4.1
1,0,224,27,24,800.0,4,4.2
1,0,257,27,24,650.0,4,3.9
0,0,17,27,16,300.0,4,3.7
1,0,243,27,24,850.0,4,3.7
1,0,283,27,24,700.0,4,2.7
0,1,263,27,71,1000.0,4,3.8
0,1,79,27,24,1100.0,4,3.9
1,0,198,27,24,650.0,4,4.1
1,0,346,27,24,450.0,4,3.9
1,0,543,27,24,800.0,4,3.9
1,0,133,27,62,250.0,4,3.6
0,1,289,27,24,600.0,4,3.7
1,0,28,27,16,600.0,4,3.7
1,0,247,27,24,650.0,4,3.9
0,0,264,27,24,650.0,4,3.8
1,0,91,27,24,550.0,4,3.6
0,0,90,27,16,500.0,4,3.4
0,1,869,27,24,1100.0,4,4.0
1,0,71,27,16,500.0,4,3.8
0,0,211,27,24,650.0,4,2.8
1,0,54,27,24,700.0,4,3.5
1,0,18,27,24,500.0,4,3.1
0,0,77,27,24,800.0,4,3.4
0,1,1214,27,68,1200.0,4,3.9
1,1,58,27,24,1500.0,4,3.7
0,0,155,27,16,700.0,4,3.9
0,0,317,27,24,400.0,4,3.0
0,1,39,27,24,800.0,4,3.7
1,0,17,27,24,500.0,4,3.6
0,0,97,27,19,1100.0,4,4.0
0,0,10,27,57,1300.0,4,3.5
1,0,19,27,24,750.0,4,3.7
1,0,185,27,16,500.0,4,2.8
1,0,94,27,24,600.0,4,2.8
0,0,69,27,16,700.0,4,3.7
1,0,59,27,16,650.0,4,2.9
1,0,98,27,24,600.0,4,3.5
1,0,6,27,24,600.0,4,3.1
1,0,66,27,73,350.0,4,2.5
1,0,129,27,16,600.0,4,2.4
1,0,153,27,24,700.0,4,4.0
1,0,5,27,23,350.0,4,3.3
1,0,26,27,73,300.0,4,3.3
0,0,11,27,24,700.0,4,3.4
0,0,116,27,24,650.0,4,3.6
0,0,7,27,62,200.0,4,3.3
0,0,31,17,55,400.0,4,3.8
1,0,10,27,24,750.0,4,3.1
0,0,134,27,20,600.0,4,4.0
0,0,38,27,24,750.0,4,3.7
0,0,7,27,24,400.0,4,3.3
0,0,256,27,24,450.0,4,2.4
0,0,7,27,16,600.0,4,3.4
0,0,11,27,6,1000.0,4,3.1
1,0,59,27,16,500.0,4,3.0
0,1,198,27,25,1000.0,4,3.8
1,0,110,27,24,700.0,4,3.0
1,0,334,27,24,550.0,4,3.4
1,0,5299,27,2,600.0,4,4.2
0,0,1878,27,73,300.0,4,4.3
1,0,388,27,73,500.0,4,3.9
0,0,49,27,73,150.0,4,3.9
1,0,668,27,73,450.0,4,3.1
1,1,53,27,73,350.0,4,3.9
1,0,770,27,73,300.0,4,4.2
1,0,374,27,37,400.0,4,4.3
1,0,387,27,73,600.0,4,4.2
1,0,43,27,73,150.0,4,3.9
1,0,464,27,73,800.0,4,3.0
1,0,78,27,73,200.0,4,3.7
1,0,450,27,73,300.0,4,4.0
1,0,50,27,73,200.0,4,4.0
1,0,1391,27,73,600.0,4,4.0
1,0,90,27,73,300.0,4,2.5
0,0,82,27,73,300.0,4,3.9
1,0,566,27,73,400.0,4,4.1
1,0,315,27,73,500.0,4,4.2
1,0,183,27,73,650.0,4,4.3
1,0,21,27,73,200.0,4,3.0
1,1,340,27,73,800.0,4,4.0
1,0,81,27,73,150.0,4,4.1
0,0,90,27,73,200.0,4,3.4
1,0,1072,27,73,350.0,4,4.0
1,0,405,27,73,350.0,4,3.8
1,0,22,27,73,200.0,4,3.8
1,0,82,27,73,500.0,4,3.9
1,0,32,27,73,400.0,4,3.5
0,0,166,27,73,200.0,4,3.8
1,0,124,27,73,500.0,4,2.6
1,0,155,27,73,200.0,4,3.7
1,0,159,27,73,600.0,4,4.2
1,0,129,27,73,40.0,4,3.7
1,0,8,27,73,350.0,4,3.1
1,0,140,27,73,400.0,4,3.8
0,0,539,27,40,500.0,4,2.9
0,0,130,27,73,600.0,4,3.7
0,0,261,27,73,500.0,4,4.2
1,0,214,27,73,400.0,4,3.9
0,0,722,27,73,200.0,4,3.7
0,0,5,27,73,400.0,4,3.4
1,0,199,27,73,400.0,4,3.9
0,0,4,27,73,150.0,4,3.2
0,0,8,27,73,150.0,4,3.4
0,0,231,27,73,350.0,4,2.7
0,0,253,27,73,400.0,4,4.2
0,0,41,27,73,250.0,4,3.5
1,0,20,27,73,200.0,4,3.6
1,0,264,27,75,700.0,4,4.0
1,0,27,27,73,250.0,4,3.6
1,0,138,27,5,400.0,4,3.5
1,0,66,27,73,200.0,4,3.8
1,0,228,27,73,350.0,4,3.6
1,0,155,27,73,250.0,4,3.4
1,0,77,27,73,250.0,4,3.8
1,0,89,27,73,400.0,4,3.4
1,0,258,27,73,600.0,4,2.4
1,0,41,27,73,150.0,4,3.7
0,0,10,27,73,200.0,4,3.1
0,0,30,27,73,200.0,4,3.8
1,0,48,27,73,200.0,4,4.0
0,0,38,27,73,200.0,4,3.7
0,0,28,27,73,300.0,4,3.0
1,0,43,27,73,300.0,4,3.2
0,0,29,27,73,150.0,4,3.9
0,0,4,27,73,250.0,4,3.3
0,0,12,27,73,300.0,4,3.6
0,0,40,27,73,400.0,4,3.5
0,0,122,27,73,200.0,4,3.2
0,0,39,27,73,200.0,4,3.6
0,0,42,27,73,400.0,4,3.7
0,0,10,27,73,450.0,4,3.5
1,0,10,27,73,350.0,4,3.3
1,0,48,27,2,500.0,4,2.9
1,0,33,27,73,300.0,4,3.6
1,0,736,27,73,500.0,4,4.0
0,0,14,27,73,350.0,4,3.0
0,0,16,27,73,300.0,4,3.0
0,0,6,27,73,300.0,4,3.1
0,0,29,27,73,350.0,4,3.8
0,0,11,27,73,250.0,4,3.1
0,0,8,27,73,150.0,4,3.1
1,0,22,27,73,100.0,4,3.7
1,0,13,27,73,200.0,4,3.3
1,0,22,27,73,400.0,4,3.5
1,0,11,27,73,100.0,4,3.3
1,0,9,27,73,350.0,4,3.4
1,0,26,27,73,250.0,4,3.5
0,0,7,27,73,150.0,4,3.3
0,0,19,27,73,200.0,4,3.1
1,0,26,27,73,500.0,4,2.6
1,0,21,27,73,500.0,4,3.5
1,0,924,27,73,300.0,4,3.9
1,0,37,27,73,400.0,4,3.9
0,0,38,27,73,250.0,4,3.7
1,0,472,27,73,300.0,4,4.0
0,0,33,27,73,300.0,4,3.6
1,0,53,27,73,300.0,4,2.8
0,1,1724,16,59,1600.0,4,4.0
1,0,456,16,24,600.0,4,3.9
0,1,2031,16,72,1700.0,4,4.3
1,1,217,16,24,1500.0,4,4.2
1,0,682,32,24,750.0,4,4.0
1,0,521,81,24,600.0,4,3.9
1,0,259,32,24,600.0,4,3.8
0,1,325,16,24,1800.0,4,4.2
1,0,282,32,24,850.0,4,3.1
0,0,115,16,25,1700.0,4,4.0
1,0,59,32,24,750.0,4,3.3
1,0,138,32,24,600.0,4,3.9
1,0,319,16,24,1000.0,4,2.9
1,0,146,32,24,800.0,4,4.1
0,0,284,32,16,500.0,4,4.0
1,0,426,32,24,500.0,4,3.8
1,0,647,32,24,500.0,4,3.9
1,0,277,32,24,700.0,4,4.0
0,0,16,16,16,500.0,4,3.8
1,0,330,16,24,500.0,4,3.1
0,0,12,16,56,200.0,4,3.6
0,0,4,16,25,800.0,4,3.3
0,0,25,16,6,1000.0,4,2.4
1,0,216,81,24,550.0,4,3.6
0,0,34,81,24,700.0,4,3.7
1,0,224,32,24,600.0,4,3.9
1,0,31,32,24,800.0,4,3.6
1,0,360,16,24,600.0,4,4.1
0,0,45,32,24,500.0,4,3.7
1,0,161,32,24,400.0,4,3.8
0,0,56,16,24,1800.0,4,3.7
1,0,128,16,62,400.0,4,3.2
0,0,108,16,6,1300.0,4,4.0
1,0,159,32,73,400.0,4,3.0
0,0,12,16,24,500.0,4,3.5
0,0,10,16,73,500.0,4,3.0
1,0,16,16,24,600.0,4,3.7
0,0,16,16,73,500.0,4,3.4
0,0,118,16,24,450.0,4,2.8
0,0,210,81,24,700.0,4,3.8
0,0,8,81,25,600.0,4,3.2
0,0,10,81,24,600.0,4,3.2
0,0,46,16,24,250.0,4,2.9
0,0,46,16,24,1100.0,4,3.4
1,0,17,81,11,100.0,4,3.6
1,0,25,16,24,550.0,4,3.4
1,0,51,32,24,450.0,4,3.6
0,0,5,32,73,200.0,4,3.2
0,0,9,32,14,100.0,4,3.4
0,0,22,81,24,300.0,4,3.6
0,0,22,16,24,600.0,4,3.6
0,0,11,16,20,400.0,4,3.5
0,0,17,16,16,150.0,4,2.9
0,0,12,32,16,550.0,4,3.6
1,0,574,32,24,600.0,4,3.2
1,0,253,32,24,500.0,4,3.0
1,1,257,32,24,500.0,4,3.4
0,0,80,32,24,500.0,4,3.6
1,0,580,81,73,450.0,4,4.4
1,0,496,32,73,300.0,4,4.1
1,0,372,32,73,150.0,4,4.1
1,0,241,32,73,400.0,4,4.2
1,0,551,81,73,350.0,4,4.1
1,0,25,16,73,150.0,4,4.0
1,0,146,32,73,200.0,4,3.2
1,0,185,32,73,150.0,4,3.8
1,0,302,16,73,300.0,4,3.9
1,0,187,32,73,250.0,4,3.9
1,0,418,32,73,200.0,4,3.9
0,0,64,16,73,150.0,4,3.6
1,0,168,32,73,450.0,4,3.8
1,0,179,32,73,350.0,4,3.6
1,0,257,32,73,450.0,4,3.7
1,0,59,32,73,300.0,4,4.1
1,0,229,32,77,250.0,4,2.9
0,0,5,32,73,200.0,4,3.3
0,0,16,32,73,200.0,4,2.7
1,0,143,16,73,200.0,4,3.0
1,0,214,32,73,450.0,4,3.3
1,0,110,81,73,500.0,4,4.1
1,0,25,32,73,200.0,4,3.1
1,0,330,32,73,500.0,4,4.0
0,0,217,32,73,150.0,4,3.5
1,0,73,16,73,500.0,4,3.1
0,0,96,81,73,350.0,4,3.7
1,0,110,32,73,450.0,4,3.7
1,0,79,16,73,300.0,4,2.8
1,0,84,16,73,600.0,4,3.2
1,0,120,32,73,250.0,4,3.9
0,0,8,16,73,250.0,4,3.5
1,0,34,32,5,300.0,4,3.4
1,0,5,16,73,200.0,4,3.5
0,0,5,81,43,300.0,4,3.2
0,0,36,81,73,200.0,4,3.7
1,0,148,32,73,350.0,4,3.4
0,0,17,81,73,150.0,4,3.3
0,0,31,32,73,400.0,4,2.9
0,0,70,32,73,200.0,4,3.7
1,0,8,16,73,400.0,4,3.3
1,0,61,32,73,400.0,4,3.8
0,0,4,32,73,150.0,4,3.2
0,0,7,32,73,200.0,4,3.2
0,0,17,81,73,500.0,4,3.6
0,0,8,81,73,250.0,4,3.1
0,0,5,81,73,150.0,4,3.4
1,0,15,81,73,300.0,4,3.3
1,0,61,81,73,250.0,4,3.6
0,0,391,16,73,500.0,4,4.0
1,0,166,16,73,600.0,4,3.2
1,0,69,81,73,400.0,4,3.3
1,0,9,16,73,200.0,4,3.4
0,1,9041,61,72,1800.0,4,4.7
0,1,2332,51,46,2800.0,4,4.6
0,1,590,61,46,3500.0,4,4.2
1,1,1907,51,24,2100.0,4,4.0
0,1,147,82,46,2800.0,4,4.3
0,1,519,61,46,4000.0,4,4.2
0,0,403,61,6,1000.0,4,4.1
1,1,2015,61,24,1000.0,4,4.2
1,1,689,51,26,1700.0,4,4.4
0,1,421,61,46,2200.0,4,4.0
0,1,139,82,46,2500.0,4,4.2
0,0,687,51,46,3000.0,4,4.3
0,1,207,51,71,1000.0,4,4.1
1,1,419,61,25,1400.0,4,4.0
0,1,563,51,26,2500.0,4,4.1
0,1,245,61,46,3500.0,4,4.1
0,1,303,61,46,2000.0,4,4.1
1,0,1615,61,24,550.0,4,3.9
0,1,427,61,34,2400.0,4,4.0
0,1,536,51,30,1500.0,4,4.2
0,1,126,61,46,6000.0,4,4.3
0,0,41,82,24,2000.0,4,3.7
0,1,609,51,33,2800.0,4,4.1
1,0,111,51,24,1000.0,4,4.0
0,1,405,61,24,1500.0,4,4.2
0,1,334,51,25,1800.0,4,4.1
1,0,431,82,17,700.0,4,4.2
0,0,47,61,24,400.0,4,3.8
1,0,413,61,24,700.0,4,2.8
0,0,287,61,24,450.0,4,3.7
1,0,443,61,24,400.0,4,3.7
1,0,99,82,73,150.0,4,3.9
0,0,14,61,73,300.0,4,3.6
1,0,30,61,73,400.0,4,3.9
1,0,8,61,73,350.0,4,3.6
0,0,115,51,46,3000.0,4,4.1
0,0,108,61,57,3000.0,4,3.9
1,0,66,82,73,350.0,4,3.6
1,0,122,61,73,250.0,4,3.9
0,0,18,61,16,300.0,4,2.9
0,0,73,61,73,400.0,4,3.7
1,0,23,82,73,300.0,4,3.4
1,0,78,82,73,300.0,4,3.6
1,0,119,61,24,550.0,4,3.6
0,0,82,61,73,150.0,4,3.9
0,0,258,51,25,1200.0,4,4.1
0,0,8,61,56,150.0,4,3.4
1,0,393,61,73,400.0,4,3.2
0,0,5,61,24,550.0,4,3.2
0,0,46,61,57,1800.0,4,3.8
0,0,39,61,24,700.0,4,3.7
0,1,91,82,57,2400.0,4,4.0
1,0,135,61,40,700.0,4,3.8
0,0,39,61,62,300.0,4,3.8
0,1,170,61,46,1900.0,4,4.0
1,1,43,61,24,700.0,4,3.5
1,0,28,82,24,400.0,4,3.7
1,0,97,61,73,450.0,4,3.1
0,0,13,61,73,300.0,4,3.4
1,0,43,61,73,200.0,4,3.1
0,0,93,61,24,500.0,4,2.8
1,0,16,61,73,300.0,4,3.7
0,0,30,61,24,800.0,4,3.6
0,0,12,10,16,300.0,4,3.5
0,0,8,10,62,300.0,4,3.4
1,0,14,10,14,400.0,4,3.1
0,0,9,61,37,400.0,4,3.5
1,0,88,10,73,250.0,4,3.6
0,0,9,10,73,200.0,4,3.4
0,0,28,61,73,350.0,4,3.5
1,0,23,26,24,400.0,4,3.1
1,0,32,61,86,500.0,4,3.8
1,0,33,82,73,600.0,4,3.5
0,0,19,82,73,200.0,4,3.7
0,0,50,61,73,400.0,4,2.8
1,0,4,10,50,300.0,4,3.3
1,0,6,82,73,300.0,4,3.2
1,0,11,61,73,150.0,4,3.3
0,0,6,61,73,200.0,4,3.1
0,0,5,61,5,600.0,4,3.0
0,0,5,62,73,300.0,4,3.2
0,0,6,62,73,250.0,4,3.4
0,0,15,61,73,200.0,4,3.2
0,0,4,61,73,300.0,4,3.2
1,0,43,61,73,400.0,4,4.0
1,0,67,62,73,300.0,4,2.7
1,0,259,51,16,700.0,4,3.8
1,0,15,10,50,300.0,4,3.7
0,0,4,61,73,200.0,4,3.2
1,0,138,61,24,800.0,4,3.8
0,1,3864,27,25,1300.0,5,4.1
0,1,2785,27,7,1500.0,5,4.6
0,1,6907,27,67,1400.0,5,4.2
0,0,14956,27,63,1500.0,5,4.7
0,1,177,27,71,2000.0,5,4.1
0,1,4187,27,7,1500.0,5,4.3
0,1,3592,27,60,2100.0,5,4.3
0,1,2993,27,7,1400.0,5,4.4
0,1,879,27,7,1300.0,5,4.3
0,1,2901,27,68,1300.0,5,4.2
1,0,3848,27,68,1400.0,5,4.3
1,0,1273,27,19,1000.0,5,4.3
0,1,172,27,60,1500.0,5,4.2
0,1,2445,27,7,1500.0,5,4.2
1,0,2415,27,57,1400.0,5,4.1
0,0,1651,27,30,1200.0,5,4.2
1,1,1827,27,25,1100.0,5,4.1
0,1,201,27,25,1000.0,5,3.8
0,0,1858,27,6,1200.0,5,4.1
0,1,1111,27,57,1400.0,5,3.6
0,1,592,27,6,1300.0,5,4.0
1,1,1413,27,7,1500.0,5,4.0
0,1,1089,27,71,1100.0,5,4.2
0,1,644,27,71,1500.0,5,3.9
0,1,973,27,7,1400.0,5,4.0
1,0,137,27,25,750.0,5,3.8
0,1,815,27,6,1700.0,5,3.9
0,1,854,27,57,1600.0,5,3.9
0,1,601,27,57,1800.0,5,4.0
0,1,1341,27,57,1500.0,5,4.1
0,1,263,27,71,1000.0,5,3.8
0,1,1214,27,68,1200.0,5,3.9
0,0,10,27,57,1300.0,5,3.5
0,0,11,27,6,1000.0,5,3.1
0,1,198,27,25,1000.0,5,3.8
0,1,1724,16,59,1600.0,5,4.0
0,1,2031,16,72,1700.0,5,4.3
0,0,25,16,6,1000.0,5,2.4
0,0,108,16,6,1300.0,5,4.0
0,0,8,81,25,600.0,5,3.2
0,1,9041,61,72,1800.0,5,4.7
0,0,403,61,6,1000.0,5,4.1
0,1,207,51,71,1000.0,5,4.1
0,0,73,61,6,1800.0,5,3.9
0,1,427,61,34,2400.0,5,4.0
0,1,536,51,30,1500.0,5,4.2
0,1,609,51,33,2800.0,5,4.1
0,0,108,61,57,3000.0,5,3.9
0,0,258,51,25,1200.0,5,4.1
0,0,46,61,57,1800.0,5,3.8
0,1,91,82,57,2400.0,5,4.0
0,1,6907,27,67,1400.0,6,4.2
0,1,3864,27,25,1300.0,6,4.1
0,0,424,27,7,1000.0,6,4.3
0,1,177,27,71,2000.0,6,4.1
1,0,3760,27,25,1200.0,6,4.6
0,1,4187,27,7,1500.0,6,4.3
0,1,2785,27,7,1500.0,6,4.6
0,1,953,27,47,2500.0,6,4.4
0,1,2993,27,7,1400.0,6,4.4
0,1,879,27,7,1300.0,6,4.3
0,1,2901,27,68,1300.0,6,4.2
1,0,3848,27,68,1400.0,6,4.3
1,1,1420,27,25,1100.0,6,4.4
0,1,2445,27,7,1500.0,6,4.2
1,1,201,27,7,1500.0,6,4.1
0,1,902,27,25,800.0,6,4.2
0,0,1651,27,30,1200.0,6,4.2
1,1,1827,27,25,1100.0,6,4.1
0,1,201,27,25,1000.0,6,3.8
0,0,1858,27,6,1200.0,6,4.1
0,1,592,27,6,1300.0,6,4.0
1,1,1413,27,7,1500.0,6,4.0
0,1,1089,27,71,1100.0,6,4.2
0,0,48,27,6,900.0,6,3.9
0,1,644,27,71,1500.0,6,3.9
0,1,973,27,7,1400.0,6,4.0
1,0,137,27,25,750.0,6,3.8
0,1,815,27,6,1700.0,6,3.9
0,1,263,27,71,1000.0,6,3.8
0,1,1214,27,68,1200.0,6,3.9
0,0,8,27,68,1000.0,6,3.2
0,0,11,27,6,1000.0,6,3.1
0,1,198,27,25,1000.0,6,3.8
0,1,2031,16,72,1700.0,6,4.3
0,0,115,16,25,1700.0,6,4.0
0,0,4,16,25,800.0,6,3.3
0,0,25,16,6,1000.0,6,2.4
0,0,108,16,6,1300.0,6,4.0
0,0,8,81,25,600.0,6,3.2
0,1,9041,61,72,1800.0,6,4.7
0,0,403,61,6,1000.0,6,4.1
0,1,207,51,71,1000.0,6,4.1
1,1,419,61,25,1400.0,6,4.0
0,0,73,61,6,1800.0,6,3.9
0,1,536,51,30,1500.0,6,4.2
0,1,334,51,25,1800.0,6,4.1
0,0,258,51,25,1200.0,6,4.1
0,1,538,31,24,1100.0,0,4.6
1,1,2025,31,24,1000.0,0,4.2
0,1,2309,31,24,950.0,0,4.1
1,1,1247,31,24,1000.0,0,4.3
1,1,2342,31,24,1500.0,0,4.1
1,0,4892,31,24,750.0,0,4.4
1,1,362,31,24,600.0,0,3.8
1,0,140,31,24,550.0,0,4.0
0,1,6404,0,24,1600.0,0,4.9
1,1,2496,3,68,900.0,0,4.4
0,1,3855,29,24,1600.0,0,4.7
0,0,357,29,24,1200.0,0,4.3
0,1,2461,29,24,1000.0,0,4.1
0,1,1239,29,24,800.0,0,4.1
0,1,1154,0,25,1100.0,0,4.4
1,1,1547,29,24,1000.0,0,4.1
1,1,783,1,24,800.0,0,4.1
1,1,763,29,24,600.0,0,3.8
1,1,561,29,24,800.0,0,3.8
0,0,203,29,24,900.0,0,3.7
